"","name","short_name","date","lst"
"541","Chail WLS","CL","2012_11_08",17.2650351
"542","Chail WLS","CL","2012_11_16",17.9241435
"543","Chail WLS","CL","2012_11_24",15.4982326
"544","Chail WLS","CL","2012_12_02",18.3022162
"545","Chail WLS","CL","2012_12_10",11.3089415
"546","Chail WLS","CL","2012_12_18",15.3692146
"547","Chail WLS","CL","2012_12_26",11.888265
"548","Chail WLS","CL","2013_01_01",11.4930149
"549","Chail WLS","CL","2013_01_09",14.4431636
"550","Chail WLS","CL","2013_01_17",10.2192102
"551","Chail WLS","CL","2013_01_25",10.9965741
"552","Chail WLS","CL","2013_02_02",12.7949546
"553","Chail WLS","CL","2013_02_10",15.6124999
"554","Chail WLS","CL","2013_02_18",15.3464446
"555","Chail WLS","CL","2013_02_26",19.1638212
"556","Chail WLS","CL","2013_03_06",21.8900665
"557","Chail WLS","CL","2013_03_14",20.2654199
"558","Chail WLS","CL","2013_03_22",18.4997621
"559","Chail WLS","CL","2013_03_30",22.0269324
"560","Chail WLS","CL","2013_04_07",24.1534986
"561","Chail WLS","CL","2013_04_15",23.6230717
"562","Chail WLS","CL","2013_04_23",25.4165884
"563","Chail WLS","CL","2013_05_01",29.1072054
"564","Chail WLS","CL","2013_05_09",29.8457733
"565","Chail WLS","CL","2013_05_17",32.5903974
"566","Chail WLS","CL","2013_05_25",30.1056786
"567","Chail WLS","CL","2013_06_02",28.8649521
"568","Chail WLS","CL","2013_06_10",NA
"569","Chail WLS","CL","2013_06_18",23.6103772
"570","Chail WLS","CL","2013_06_26",25.2248513
"571","Chail WLS","CL","2013_07_04",23.0914016
"572","Chail WLS","CL","2013_07_12",22.8603645
"573","Chail WLS","CL","2013_07_20",22.85
"574","Chail WLS","CL","2013_07_28",25.2188393
"575","Chail WLS","CL","2013_08_13",24.2255868
"576","Chail WLS","CL","2013_08_21",22.5333256
"577","Chail WLS","CL","2013_08_29",22.2929922
"578","Chail WLS","CL","2013_09_06",21.5715117
"579","Chail WLS","CL","2013_09_14",24.5013381
"580","Chail WLS","CL","2013_09_22",22.5388723
"581","Chail WLS","CL","2013_09_30",20.6179525
"582","Chail WLS","CL","2013_10_08",20.7071346
"583","Chail WLS","CL","2013_10_16",21.9183596
"584","Chail WLS","CL","2013_10_24",21.0149416
"585","Chail WLS","CL","2013_11_01",17.3536535
"586","Chail WLS","CL","2013_11_09",16.3304653
"587","Chail WLS","CL","2013_11_17",18.4498256
"588","Chail WLS","CL","2013_11_25",18.4512245
"589","Chail WLS","CL","2013_12_03",15.7038774
"590","Chail WLS","CL","2013_12_11",15.6428184
"591","Chail WLS","CL","2013_12_19",12.3767071
"592","Chail WLS","CL","2013_12_27",11.5941848
"593","Chail WLS","CL","2014_01_01",12.7288958
"594","Chail WLS","CL","2014_01_09",12.0050178
"595","Chail WLS","CL","2014_01_17",11.3659671
"596","Chail WLS","CL","2014_01_25",14.5836106
"597","Chail WLS","CL","2014_02_02",12.9881507
"598","Chail WLS","CL","2014_02_10",12.7779576
"599","Chail WLS","CL","2014_02_18",14.5912694
"600","Chail WLS","CL","2014_02_26",16.251539
"601","Chail WLS","CL","2014_03_06",16.5678808
"602","Chail WLS","CL","2014_03_14",20.8225488
"603","Chail WLS","CL","2014_03_22",17.6109985
"604","Chail WLS","CL","2014_03_30",21.487697
"605","Chail WLS","CL","2014_04_07",23.7539274
"606","Chail WLS","CL","2014_04_15",23.1381025
"607","Chail WLS","CL","2014_04_23",27.6968072
"608","Chail WLS","CL","2014_05_01",28.5055989
"609","Chail WLS","CL","2014_05_09",26.0120475
"610","Chail WLS","CL","2014_05_17",27.5550314
"611","Chail WLS","CL","2014_05_25",28.095627
"612","Chail WLS","CL","2014_06_02",33.0824025
"613","Chail WLS","CL","2014_06_10",29.9443157
"614","Chail WLS","CL","2014_06_18",25.4513278
"615","Chail WLS","CL","2014_06_26",23.9725753
"616","Chail WLS","CL","2014_07_04",24.9767569
"617","Chail WLS","CL","2014_07_12",19.57
"618","Chail WLS","CL","2014_07_20",NA
"619","Chail WLS","CL","2014_07_28",21.8775538
"620","Chail WLS","CL","2014_08_05",19.3075381
"621","Chail WLS","CL","2014_08_13",23.5161572
"622","Chail WLS","CL","2014_08_21",25.455753
"623","Chail WLS","CL","2014_08_29",24.1725485
"624","Chail WLS","CL","2014_09_06",22.0028427
"625","Chail WLS","CL","2014_09_14",23.767724
"626","Chail WLS","CL","2014_09_22",22.8990215
"627","Chail WLS","CL","2014_09_30",21.976132
"628","Chail WLS","CL","2014_10_08",23.1057208
"629","Chail WLS","CL","2014_10_16",21.5470164
"630","Chail WLS","CL","2014_10_24",20.6832967
"631","Chail WLS","CL","2014_11_01",20.5855732
"632","Chail WLS","CL","2014_11_09",19.3529619
"633","Chail WLS","CL","2014_11_17",18.1236803
"634","Chail WLS","CL","2014_11_25",18.70917
"635","Chail WLS","CL","2014_12_03",17.4194052
"636","Chail WLS","CL","2014_12_11",13.0197002
"637","Chail WLS","CL","2014_12_19",12.7621708
"638","Chail WLS","CL","2014_12_27",11.4931542
"639","Chail WLS","CL","2015_01_01",12.6261531
"640","Chail WLS","CL","2015_01_09",13.1083131
"641","Chail WLS","CL","2015_01_17",12.9049689
"642","Chail WLS","CL","2015_01_25",11.3477938
"643","Chail WLS","CL","2015_02_02",11.6054783
"644","Chail WLS","CL","2015_02_10",17.0876383
"645","Chail WLS","CL","2015_02_18",17.5204761
"646","Chail WLS","CL","2015_02_26",13.9892684
"647","Chail WLS","CL","2015_03_06",17.098358
"648","Chail WLS","CL","2015_03_14",20.1881315
"649","Chail WLS","CL","2015_03_22",25.4185649
"650","Chail WLS","CL","2015_03_30",19.0472438
"651","Chail WLS","CL","2015_04_07",22.6356873
"652","Chail WLS","CL","2015_04_15",23.2162294
"653","Chail WLS","CL","2015_04_23",25.5491581
"654","Chail WLS","CL","2015_05_01",27.0539377
"655","Chail WLS","CL","2015_05_09",25.0781701
"656","Chail WLS","CL","2015_05_17",30.1474655
"657","Chail WLS","CL","2015_05_25",27.9542246
"658","Chail WLS","CL","2015_06_02",28.0112786
"659","Chail WLS","CL","2015_06_10",30.6509393
"660","Chail WLS","CL","2015_06_18",25.5720059
"661","Chail WLS","CL","2015_06_26",26.3150541
"662","Chail WLS","CL","2015_07_04",21.7691834
"663","Chail WLS","CL","2015_07_12",24.674715
"664","Chail WLS","CL","2015_07_20",24.6090321
"665","Chail WLS","CL","2015_07_28",23.472492
"666","Chail WLS","CL","2015_08_05",22.4653191
"667","Chail WLS","CL","2015_08_13",21.6810104
"668","Chail WLS","CL","2015_08_21",23.729542
"669","Chail WLS","CL","2015_08_29",23.4065065
"670","Chail WLS","CL","2015_09_06",25.3194484
"671","Chail WLS","CL","2015_09_14",24.0965252
"672","Chail WLS","CL","2015_09_22",23.1009512
"673","Chail WLS","CL","2015_09_30",25.6967477
"674","Chail WLS","CL","2015_10_08",23.7387739
"675","Chail WLS","CL","2015_10_16",22.7200995
"676","Chail WLS","CL","2015_10_24",18.8869251
"677","Chail WLS","CL","2015_11_01",19.1435384
"678","Chail WLS","CL","2015_11_09",20.0747285
"679","Chail WLS","CL","2015_11_17",18.9675731
"680","Chail WLS","CL","2015_11_25",17.0976386
"681","Chail WLS","CL","2015_12_03",17.3293914
"682","Chail WLS","CL","2015_12_11",11.9171827
"683","Chail WLS","CL","2015_12_19",11.8230187
"684","Chail WLS","CL","2015_12_27",16.5534792
"685","Chail WLS","CL","2016_01_01",14.093484
"686","Chail WLS","CL","2016_01_09",15.1882469
"687","Chail WLS","CL","2016_01_17",13.4425572
"688","Chail WLS","CL","2016_01_25",13.8363662
"689","Chail WLS","CL","2016_02_02",17.018175
"690","Chail WLS","CL","2016_02_10",14.1564965
"691","Chail WLS","CL","2016_02_18",NA
"692","Chail WLS","CL","2016_02_26",20.0099843
"693","Chail WLS","CL","2016_03_05",20.1700968
"694","Chail WLS","CL","2016_03_13",18.0575815
"695","Chail WLS","CL","2016_03_21",22.8446637
"696","Chail WLS","CL","2016_03_29",24.2142213
"697","Chail WLS","CL","2016_04_06",25.0602704
"698","Chail WLS","CL","2016_04_14",28.1389231
"699","Chail WLS","CL","2016_04_22",29.1652271
"700","Chail WLS","CL","2016_04_30",30.1283542
"701","Chail WLS","CL","2016_05_08",28.6498253
"702","Chail WLS","CL","2016_05_16",31.4302282
"703","Chail WLS","CL","2016_05_24",28.5539926
"704","Chail WLS","CL","2016_06_01",30.3756897
"705","Chail WLS","CL","2016_06_09",26.9140237
"706","Chail WLS","CL","2016_06_17",23.0659209
"707","Chail WLS","CL","2016_06_25",25.0661466
"708","Chail WLS","CL","2016_07_03",22.0154531
"709","Chail WLS","CL","2016_07_11",24.3027526
"710","Chail WLS","CL","2016_07_19",24.0223977
"711","Chail WLS","CL","2016_07_27",25.0844521
"712","Chail WLS","CL","2016_08_04",24.1527362
"713","Chail WLS","CL","2016_08_12",24.5535968
"714","Chail WLS","CL","2016_08_20",23.2224261
"715","Chail WLS","CL","2016_08_28",23.267671
"716","Chail WLS","CL","2016_09_05",22.1182466
"717","Chail WLS","CL","2016_09_13",23.438461
"718","Chail WLS","CL","2016_09_21",22.0683718
"719","Chail WLS","CL","2016_09_29",22.8757743
"720","Chail WLS","CL","2016_10_07",23.7406416
"721","Chail WLS","CL","2016_10_15",23.4557941
"722","Chail WLS","CL","2016_10_23",21.9921892
"723","Chail WLS","CL","2016_10_31",20.9668493
"724","Chail WLS","CL","2016_11_08",20.0795014
"725","Chail WLS","CL","2016_11_16",20.1122303
"726","Chail WLS","CL","2016_11_24",19.7751338
"727","Chail WLS","CL","2016_12_02",19.5468064
"728","Chail WLS","CL","2016_12_10",16.6027813
"729","Chail WLS","CL","2016_12_18",19.1722287
"730","Chail WLS","CL","2016_12_26",15.2742521
"731","Chail WLS","CL","2017_01_01",13.8027429
"732","Chail WLS","CL","2017_01_09",8.1516374
"733","Chail WLS","CL","2017_01_17",11.5526943
"734","Chail WLS","CL","2017_01_25",13.7320762
"735","Chail WLS","CL","2017_02_02",12.8474574
"736","Chail WLS","CL","2017_02_10",17.3314395
"737","Chail WLS","CL","2017_02_18",18.0043527
"738","Chail WLS","CL","2017_02_26",19.1935138
"739","Chail WLS","CL","2017_03_06",15.9748862
"740","Chail WLS","CL","2017_03_14",18.5364381
"741","Chail WLS","CL","2017_03_22",25.4896326
"742","Chail WLS","CL","2017_03_30",28.9714622
"743","Chail WLS","CL","2017_04_07",26.6844201
"744","Chail WLS","CL","2017_04_15",29.2952909
"745","Chail WLS","CL","2017_04_23",26.9302428
"746","Chail WLS","CL","2017_05_01",28.8341367
"747","Chail WLS","CL","2017_05_09",29.437687
"748","Chail WLS","CL","2017_05_17",24.541529
"749","Chail WLS","CL","2017_05_25",27.6974409
"750","Chail WLS","CL","2017_06_02",27.1254407
"751","Chail WLS","CL","2017_06_10",27.7110755
"752","Chail WLS","CL","2017_06_18",25.313281
"753","Chail WLS","CL","2017_06_26",16.9246907
"754","Chail WLS","CL","2017_07_04",26.5290769
"755","Chail WLS","CL","2017_07_12",22.564856
"756","Chail WLS","CL","2017_07_20",23.3453438
"757","Chail WLS","CL","2017_07_28",NA
"758","Chail WLS","CL","2017_08_05",NA
"759","Chail WLS","CL","2017_08_13",23.6194444
"760","Chail WLS","CL","2017_08_21",25.7786287
"761","Chail WLS","CL","2017_08_29",23.6767363
"762","Chail WLS","CL","2017_09_06",23.4971627
"763","Chail WLS","CL","2017_09_14",24.4896088
"764","Chail WLS","CL","2017_09_22",22.4724582
"765","Chail WLS","CL","2017_09_30",24.5405226
"766","Chail WLS","CL","2017_10_08",23.598865
"767","Chail WLS","CL","2017_10_16",23.7097142
"768","Chail WLS","CL","2017_10_24",20.1380587
"769","Chail WLS","CL","2017_11_01",19.8786955
"770","Chail WLS","CL","2017_11_09",17.6413021
"771","Chail WLS","CL","2017_11_17",16.6388901
"772","Chail WLS","CL","2017_11_25",17.271088
"773","Chail WLS","CL","2017_12_03",17.3475669
"774","Chail WLS","CL","2017_12_11",15.6036335
"775","Chail WLS","CL","2017_12_19",17.1937214
"776","Chail WLS","CL","2017_12_27",15.1326789
"777","Chail WLS","CL","2018_01_01",12.8208287
"778","Chail WLS","CL","2018_01_09",17.3201325
"779","Chail WLS","CL","2018_01_17",16.7286827
"780","Chail WLS","CL","2018_01_25",14.1461891
"781","Chail WLS","CL","2018_02_02",15.632027
"782","Chail WLS","CL","2018_02_10",14.4326545
"783","Chail WLS","CL","2018_02_18",17.9053985
"784","Chail WLS","CL","2018_02_26",19.6006254
"785","Chail WLS","CL","2018_03_06",22.2164127
"786","Chail WLS","CL","2018_03_14",23.9265317
"787","Chail WLS","CL","2018_03_22",25.4340018
"788","Chail WLS","CL","2018_03_30",24.6985194
"789","Chail WLS","CL","2018_04_07",21.7698029
"790","Chail WLS","CL","2018_04_15",24.6034692
"791","Chail WLS","CL","2018_04_23",28.8102717
"792","Chail WLS","CL","2018_05_01",26.7984746
"793","Chail WLS","CL","2018_05_09",26.6662413
"794","Chail WLS","CL","2018_05_17",30.930889
"795","Chail WLS","CL","2018_05_25",31.9306816
"796","Chail WLS","CL","2018_06_02",25.0891876
"797","Chail WLS","CL","2018_06_10",26.0953304
"798","Chail WLS","CL","2018_06_18",27.9728778
"799","Chail WLS","CL","2018_06_26",24.4448594
"800","Chail WLS","CL","2018_07_04",25.1476426
"801","Chail WLS","CL","2018_07_12",NA
"802","Chail WLS","CL","2018_07_20",NA
"803","Chail WLS","CL","2018_07_28",23.2336922
"804","Chail WLS","CL","2018_08_05",23.7276262
"805","Chail WLS","CL","2018_08_13",21.1543039
"806","Chail WLS","CL","2018_08_21",22.2012537
"807","Chail WLS","CL","2018_08_29",20.8222998
"808","Chail WLS","CL","2018_09_06",21.6107714
"809","Chail WLS","CL","2018_09_14",23.9874598
"810","Chail WLS","CL","2018_09_22",22.9249603
"811","Chail WLS","CL","2018_09_30",22.5126388
"812","Chail WLS","CL","2018_10_08",20.2277002
"813","Chail WLS","CL","2018_10_16",20.4590015
"814","Chail WLS","CL","2018_10_24",20.3271854
"815","Chail WLS","CL","2018_11_01",17.6875558
"816","Chail WLS","CL","2018_11_09",17.2312059
"817","Chail WLS","CL","2018_11_17",17.9295563
"818","Chail WLS","CL","2018_11_25",16.2863616
"819","Chail WLS","CL","2018_12_03",13.7984959
"820","Chail WLS","CL","2018_12_11",12.6662524
"821","Chail WLS","CL","2018_12_19",14.011908
"822","Chail WLS","CL","2018_12_27",12.6630893
"823","Chail WLS","CL","2019_01_01",9.3910991
"824","Chail WLS","CL","2019_01_09",11.9270784
"825","Chail WLS","CL","2019_01_17",12.399177
"826","Chail WLS","CL","2019_01_25",7.8361545
"827","Chail WLS","CL","2019_02_02",10.5352825
"828","Chail WLS","CL","2019_02_10",11.5878005
"829","Chail WLS","CL","2019_02_18",13.9950205
"830","Chail WLS","CL","2019_02_26",13.5002834
"831","Chail WLS","CL","2019_03_06",16.8827984
"832","Chail WLS","CL","2019_03_14",17.8606816
"833","Chail WLS","CL","2019_03_22",22.2482072
"834","Chail WLS","CL","2019_03_30",27.0535267
"835","Chail WLS","CL","2019_04_07",23.1888317
"836","Chail WLS","CL","2019_04_15",25.9259817
"837","Chail WLS","CL","2019_04_23",27.5655964
"838","Chail WLS","CL","2019_05_01",28.6195679
"839","Chail WLS","CL","2019_05_09",27.413407
"840","Chail WLS","CL","2019_05_17",26.1673225
"841","Chail WLS","CL","2019_05_25",32.0360301
"842","Chail WLS","CL","2019_06_02",33.3993679
"843","Chail WLS","CL","2019_06_10",32.0178338
"844","Chail WLS","CL","2019_06_18",29.3601419
"845","Chail WLS","CL","2019_06_26",27.9759022
"846","Chail WLS","CL","2019_07_04",23.8339334
"847","Chail WLS","CL","2019_07_12",25.9207701
"848","Chail WLS","CL","2019_07_20",25.1988923
"849","Chail WLS","CL","2019_07_28",NA
"850","Chail WLS","CL","2019_08_05",21.7850195
"851","Chail WLS","CL","2019_08_13",22.9824782
"852","Chail WLS","CL","2019_08_21",24.6518375
"853","Chail WLS","CL","2019_08_29",22.0305869
"854","Chail WLS","CL","2019_09_06",22.4977024
"855","Chail WLS","CL","2019_09_14",22.8411794
"856","Chail WLS","CL","2019_09_22",21.7062694
"857","Chail WLS","CL","2019_09_30",19.5655002
"858","Chail WLS","CL","2019_10_08",21.8783607
"859","Chail WLS","CL","2019_10_16",21.4489547
"860","Chail WLS","CL","2019_10_24",20.6175058
"861","Chail WLS","CL","2019_11_01",17.7363402
"862","Chail WLS","CL","2019_11_09",17.3469734
"863","Chail WLS","CL","2019_11_17",17.7420562
"864","Chail WLS","CL","2019_11_25",14.5233564
"865","Chail WLS","CL","2019_12_03",14.4399489
"866","Chail WLS","CL","2019_12_11",11.3590402
"867","Chail WLS","CL","2019_12_19",11.7350287
"868","Chail WLS","CL","2019_12_27",12.6046631
"869","Chail WLS","CL","2020_01_01",10.9060428
"870","Chail WLS","CL","2020_01_09",7.5154223
"871","Chail WLS","CL","2020_01_17",10.9027248
"872","Chail WLS","CL","2020_01_25",10.9042886
"873","Chail WLS","CL","2020_02_02",11.4678259
"874","Chail WLS","CL","2020_02_10",16.8702006
"875","Chail WLS","CL","2020_02_18",16.3024336
"876","Chail WLS","CL","2020_02_26",15.05419
"877","Chail WLS","CL","2020_03_05",16.4338412
"878","Chail WLS","CL","2020_03_13",17.4619034
"879","Chail WLS","CL","2020_03_21",18.6467734
"880","Chail WLS","CL","2020_03_29",21.0065346
"881","Chail WLS","CL","2020_04_06",23.7291321
"882","Chail WLS","CL","2020_04_14",19.9849592
"883","Chail WLS","CL","2020_04_22",23.3747194
"884","Chail WLS","CL","2020_04_30",24.1310585
"885","Chail WLS","CL","2020_05_08",25.8146255
"886","Chail WLS","CL","2020_05_16",29.4245206
"887","Chail WLS","CL","2020_05_24",31.5055932
"888","Chail WLS","CL","2020_06_01",25.2159901
"889","Chail WLS","CL","2020_06_09",28.2623687
"890","Chail WLS","CL","2020_06_17",25.0333807
"891","Chail WLS","CL","2020_06_25",24.4644903
"892","Chail WLS","CL","2020_07_03",22.5887904
"893","Chail WLS","CL","2020_07_11",23.9762745
"894","Chail WLS","CL","2020_07_19",22.1709694
"895","Chail WLS","CL","2020_07_27",22.3410251
"896","Chail WLS","CL","2020_08_04",25.7862928
"897","Chail WLS","CL","2020_08_12",NA
"898","Chail WLS","CL","2020_08_20",22.4320704
"899","Chail WLS","CL","2020_08_28",21.383251
"900","Chail WLS","CL","2020_09_05",24.3268518
"901","Chail WLS","CL","2020_09_13",25.5563319
"902","Chail WLS","CL","2020_09_21",23.721148
"903","Chail WLS","CL","2020_09_29",25.9197277
"904","Chail WLS","CL","2020_10_07",25.2239418
"905","Chail WLS","CL","2020_10_15",23.983481
"906","Chail WLS","CL","2020_10_23",22.0580649
"907","Chail WLS","CL","2020_10_31",21.2108452
"908","Chail WLS","CL","2020_11_08",19.8863886
"909","Chail WLS","CL","2020_11_16",15.1464757
"910","Chail WLS","CL","2020_11_24",17.4942832
"911","Chail WLS","CL","2020_12_02",17.3949497
"912","Chail WLS","CL","2020_12_10",13.3438044
"913","Chail WLS","CL","2020_12_18",14.1161767
"914","Chail WLS","CL","2020_12_26",12.6504675
"915","Churdhar WLS","CD","2001_01_01",3.9167638
"916","Churdhar WLS","CD","2001_01_09",7.735362
"917","Churdhar WLS","CD","2001_01_17",6.7279553
"918","Churdhar WLS","CD","2001_01_25",11.4050199
"919","Churdhar WLS","CD","2001_02_02",10.1550218
"920","Churdhar WLS","CD","2001_02_10",13.0348441
"921","Churdhar WLS","CD","2001_02_18",10.7100179
"922","Churdhar WLS","CD","2001_02_26",9.9675471
"923","Churdhar WLS","CD","2001_03_06",11.7898559
"924","Churdhar WLS","CD","2001_03_14",12.0049943
"925","Churdhar WLS","CD","2001_03_22",14.2390125
"926","Churdhar WLS","CD","2001_03_30",12.5402614
"927","Churdhar WLS","CD","2001_04_07",19.3266859
"928","Churdhar WLS","CD","2001_04_15",15.3251745
"929","Churdhar WLS","CD","2001_04_23",18.7799091
"930","Churdhar WLS","CD","2001_05_01",21.7717118
"931","Churdhar WLS","CD","2001_05_09",25.6638613
"932","Churdhar WLS","CD","2001_05_17",18.4343293
"933","Churdhar WLS","CD","2001_05_25",18.9268539
"934","Churdhar WLS","CD","2001_06_02",13.9607568
"935","Churdhar WLS","CD","2001_06_10",19.1703265
"936","Churdhar WLS","CD","2001_07_04",10.1858448
"937","Churdhar WLS","CD","2001_07_12",22.4887111
"938","Churdhar WLS","CD","2001_07_20",14.4196774
"939","Churdhar WLS","CD","2001_07_28",18.5742271
"940","Churdhar WLS","CD","2001_08_05",16.0639353
"941","Churdhar WLS","CD","2001_08_13",14.0830923
"942","Churdhar WLS","CD","2001_08_21",13.8995143
"943","Churdhar WLS","CD","2001_08_29",16.2511349
"944","Churdhar WLS","CD","2001_09_06",16.4662142
"945","Churdhar WLS","CD","2001_09_14",18.5029634
"946","Churdhar WLS","CD","2001_09_22",18.459918
"947","Churdhar WLS","CD","2001_09_30",16.153585
"948","Churdhar WLS","CD","2001_10_08",16.1351655
"949","Churdhar WLS","CD","2001_10_16",16.1794073
"950","Churdhar WLS","CD","2001_10_24",16.5111407
"951","Churdhar WLS","CD","2001_11_01",13.4039928
"952","Churdhar WLS","CD","2001_11_09",15.2728345
"953","Churdhar WLS","CD","2001_11_17",13.5408653
"954","Churdhar WLS","CD","2001_11_25",11.3981272
"955","Churdhar WLS","CD","2001_12_03",10.5231863
"956","Churdhar WLS","CD","2001_12_11",8.2262347
"957","Churdhar WLS","CD","2001_12_19",8.9975354
"958","Churdhar WLS","CD","2001_12_27",7.5072992
"959","Churdhar WLS","CD","2002_01_01",8.1438781
"960","Churdhar WLS","CD","2002_01_09",11.2750721
"961","Churdhar WLS","CD","2002_01_17",3.8858517
"962","Churdhar WLS","CD","2002_01_25",2.9731059
"963","Churdhar WLS","CD","2002_02_02",5.1625055
"964","Churdhar WLS","CD","2002_02_10",3.0473795
"965","Churdhar WLS","CD","2002_02_18",7.2190882
"966","Churdhar WLS","CD","2002_02_26",5.7112794
"967","Churdhar WLS","CD","2002_03_06",8.4143046
"968","Churdhar WLS","CD","2002_03_14",14.8520781
"969","Churdhar WLS","CD","2002_03_22",16.678908
"970","Churdhar WLS","CD","2002_03_30",14.0411902
"971","Churdhar WLS","CD","2002_04_07",14.7677166
"972","Churdhar WLS","CD","2002_04_15",20.5247007
"973","Churdhar WLS","CD","2002_04_23",14.939713
"974","Churdhar WLS","CD","2002_05_01",21.8530916
"975","Churdhar WLS","CD","2002_05_09",24.4056682
"976","Churdhar WLS","CD","2002_05_17",22.4637972
"977","Churdhar WLS","CD","2002_05_25",19.9674191
"978","Churdhar WLS","CD","2002_06_02",18.2845875
"979","Churdhar WLS","CD","2002_06_10",19.1011358
"980","Churdhar WLS","CD","2002_06_18",19.1285992
"981","Churdhar WLS","CD","2002_06_26",15.4710039
"982","Churdhar WLS","CD","2002_07_04",18.6988863
"983","Churdhar WLS","CD","2002_07_12",17.2182995
"984","Churdhar WLS","CD","2002_07_20",16.1451811
"985","Churdhar WLS","CD","2002_07_28",18.7498681
"986","Churdhar WLS","CD","2002_08_05",16.3749374
"987","Churdhar WLS","CD","2002_08_13",17.5464429
"988","Churdhar WLS","CD","2002_08_21",12.6485795
"989","Churdhar WLS","CD","2002_08_29",16.1670692
"990","Churdhar WLS","CD","2002_09_06",11.5137513
"991","Churdhar WLS","CD","2002_09_14",13.3395746
"992","Churdhar WLS","CD","2002_09_22",16.9824544
"993","Churdhar WLS","CD","2002_09_30",18.1663048
"994","Churdhar WLS","CD","2002_10_08",14.2873171
"995","Churdhar WLS","CD","2002_10_16",14.1743548
"996","Churdhar WLS","CD","2002_10_24",14.0232592
"997","Churdhar WLS","CD","2002_11_01",13.0693627
"998","Churdhar WLS","CD","2002_11_09",11.2790068
"999","Churdhar WLS","CD","2002_11_17",12.7699811
"1000","Churdhar WLS","CD","2002_11_25",12.7520784
"1001","Churdhar WLS","CD","2002_12_03",10.0350865
"1002","Churdhar WLS","CD","2002_12_11",10.7838975
"1003","Churdhar WLS","CD","2002_12_19",7.8052365
"1004","Churdhar WLS","CD","2002_12_27",7.6186315
"1005","Churdhar WLS","CD","2003_01_01",6.7734157
"1006","Churdhar WLS","CD","2003_01_09",7.0558579
"1007","Churdhar WLS","CD","2003_01_17",10.3613655
"1008","Churdhar WLS","CD","2003_01_25",7.6803625
"1009","Churdhar WLS","CD","2003_02_02",5.4162625
"1010","Churdhar WLS","CD","2003_02_10",6.2100898
"1011","Churdhar WLS","CD","2003_02_18",6.4082945
"1012","Churdhar WLS","CD","2003_02_26",7.7887157
"1013","Churdhar WLS","CD","2003_03_06",9.2061954
"1014","Churdhar WLS","CD","2003_03_14",11.060615
"1015","Churdhar WLS","CD","2003_03_22",14.3902054
"1016","Churdhar WLS","CD","2003_03_30",13.0599248
"1017","Churdhar WLS","CD","2003_04_07",18.9438165
"1018","Churdhar WLS","CD","2003_04_15",16.5146881
"1019","Churdhar WLS","CD","2003_04_23",18.7953653
"1020","Churdhar WLS","CD","2003_05_01",15.3342104
"1021","Churdhar WLS","CD","2003_05_09",19.805591
"1022","Churdhar WLS","CD","2003_05_17",23.1219926
"1023","Churdhar WLS","CD","2003_05_25",21.2474731
"1024","Churdhar WLS","CD","2003_06_02",23.3077548
"1025","Churdhar WLS","CD","2003_06_10",19.3911668
"1026","Churdhar WLS","CD","2003_06_18",21.3837161
"1027","Churdhar WLS","CD","2003_06_26",16.0011637
"1028","Churdhar WLS","CD","2003_07_04",21.1629868
"1029","Churdhar WLS","CD","2003_07_12",16.7808619
"1030","Churdhar WLS","CD","2003_07_20",17.8165182
"1031","Churdhar WLS","CD","2003_07_28",10.4518817
"1032","Churdhar WLS","CD","2003_08_05",15.360808
"1033","Churdhar WLS","CD","2003_08_13",12.7319124
"1034","Churdhar WLS","CD","2003_08_21",11.1534845
"1035","Churdhar WLS","CD","2003_08_29",15.8438159
"1036","Churdhar WLS","CD","2003_09_06",13.2796096
"1037","Churdhar WLS","CD","2003_09_14",16.454212
"1038","Churdhar WLS","CD","2003_09_22",15.8824132
"1039","Churdhar WLS","CD","2003_09_30",17.1791438
"1040","Churdhar WLS","CD","2003_10_08",16.0581616
"1041","Churdhar WLS","CD","2003_10_16",15.6333191
"1042","Churdhar WLS","CD","2003_10_24",14.9697652
"1043","Churdhar WLS","CD","2003_11_01",14.5336419
"1044","Churdhar WLS","CD","2003_11_09",11.7977357
"1045","Churdhar WLS","CD","2003_11_17",10.9389571
"1046","Churdhar WLS","CD","2003_11_25",10.977319
"1047","Churdhar WLS","CD","2003_12_03",10.7704821
"1048","Churdhar WLS","CD","2003_12_11",5.9568271
"1049","Churdhar WLS","CD","2003_12_19",4.1634554
"1050","Churdhar WLS","CD","2003_12_27",5.8816102
"1051","Churdhar WLS","CD","2004_01_01",5.5008776
"1052","Churdhar WLS","CD","2004_01_09",9.6353091
"1053","Churdhar WLS","CD","2004_01_17",-0.1069434
"1054","Churdhar WLS","CD","2004_01_25",0.2241341
"1055","Churdhar WLS","CD","2004_02_02",5.4124472
"1056","Churdhar WLS","CD","2004_02_10",8.9847218
"1057","Churdhar WLS","CD","2004_02_18",11.192997
"1058","Churdhar WLS","CD","2004_02_26",13.345234
"1059","Churdhar WLS","CD","2004_03_05",13.6966238
"1060","Churdhar WLS","CD","2004_03_13",19.5652057
"1061","Churdhar WLS","CD","2004_03_21",15.0694771
"1062","Churdhar WLS","CD","2004_03_29",18.2214233
"1063","Churdhar WLS","CD","2004_04_06",17.2050165
"1064","Churdhar WLS","CD","2004_04_14",19.9939548
"1065","Churdhar WLS","CD","2004_04_22",14.0394199
"1066","Churdhar WLS","CD","2004_04_30",18.3404676
